cui,type,name
C0001829,ocdi,Agriculture
C0002812,ocdi,"Anatomy, Regional"
C0003052,ocdi,Animal Husbandry
C0003184,ocdi,Anthropology
C0003737,ocdi,Architecture
C0003826,ocdi,Arts
C0003916,ocdi,Artificial Intelligence
C0005477,ocdi,Biochemistry
C0005526,ocdi,Biological Science Disciplines
C0007996,ocdi,Science of Chemistry
C0011298,ocdi,Demography
C0013171,ocdi,Drug Design
C0013546,ocdi,Ecology
C0013556,ocdi,Economics
C0014279,ocdi,Engineering
C0014386,ocdi,Entomology
C0017447,ocdi,Geography
C0019664,ocdi,History
C0020157,ocdi,Humanities
C0021423,ocdi,Information Sciences
C0024934,ocdi,Mathematics
C0032662,ocdi,Population Control
C0034953,ocdi,Refractometry
C0035785,ocdi,Robotics
C0036172,ocdi,Sanitation
C0037434,ocdi,Social Sciences
C0037468,ocdi,Sociology
C0037587,ocdi,Software Design
C0037588,ocdi,Software Engineering
C0038215,ocdi,Science of Statistics
C0039152,ocdi,Systems Analysis
C0039421,ocdi,Technology
C0039808,ocdi,Thermodynamics
C0041666,ocdi,Undertaking
C0087066,ocdi,Taxonomy
C0178478,ocdi,animal care
C0243139,ocdi,science of Cytology and Pathology
C0596422,ocdi,Developmental immunology
C0597531,ocdi,structural biology
C0678657,ocdi,human biology
C0872323,ocdi,Nanotechnology
C1257867,ocdi,Microfluidics
C1257940,ocdi,Forensic Sciences
C1328814,ocdi,Nanomedicine
C1328885,ocdi,genetic association
C1512223,ocdi,Glycomics
C1516731,ocdi,Communication Tools
C1883249,ocdi,Surface Chemistry
C2347929,ocdi,Registered Medical Assistant (occupation)
C2348017,ocdi,Curator
C2699264,ocdi,Salesperson
C2717799,ocdi,Metagenomics
C2717958,ocdi,Bioengineering
C2936469,ocdi,Synthetic Biology
